Codeblock,minflt,majflt,utime,stime,num_threads,vsize,rss,processor,stack_size,rchar,wchar,read_bytes,write_bytes,canceled_write_bytes,num_file_desc,nicRcvBytes,nicRcvPckts,nicSentBytes,nicSentPckts,IPInTruncatedPkts,IPInOctets,IPOutOctets
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,43019,0,35,37,1,180367360,1344,2,140517471207325,10288451765,2218148350,24031232,1988124672,217313280,5,21270345054,81290192,26951983514,21222760,0,17758634503,25805200177
running another simple hack to avoid running tsts on debug builds_host,43019,0,35,37,1,180367360,1344,2,140517471207325,10288451765,2218148494,24031232,1988128768,217313280,5,21270345594,81290196,26951984974,21222764,0,17758634879,25805201624
checking the existence of lock file_host,43019,0,35,37,1,180367360,1344,2,140517471207325,10288451765,2218148590,24031232,1988132864,217313280,5,21270346134,81290200,26951986607,21222769,0,17758636001,25805203108
checking the space in worker temp directory_host,43030,0,35,37,1,180367360,1344,0,140517471207325,10288451765,2218148656,24031232,1988136960,217313280,5,21270347932,81290210,26951988787,21222777,0,17758636781,25805205144
running the test cases on the worker_host,43333,0,35,37,1,180367360,1344,1,140517471230992,10288463766,2218149163,24031232,1988153344,217313280,6,21270348670,81290217,26951990483,21222781,0,17758639119,25805213980
figuring out the result of the test_host,44729,0,36,38,1,180367360,1344,2,140517471207325,11506456594,2367773886,26759168,2138431488,241295360,5,21275588536,81341293,27072005139,21308010,0,17762940345,25920064422
calculating the time it took to run the test_host,45693,0,36,39,1,180367360,1344,0,140517471207325,11506501860,2367782906,26759168,2138456064,241299456,5,21275591768,81341315,27072010997,21308025,0,17762943043,25920069958
writing the results to the results table in database_network,45767,0,36,39,1,180367360,1344,0,140517471207325,11506501860,2367782992,26759168,2138460160,241299456,6,21275591832,81341316,27072010997,21308025,0,17762944691,25920071898
commiting to the results table in the database_network,45767,0,36,39,1,180367360,1344,0,140517471207325,11506501860,2367782992,26759168,2138460160,241299456,6,21275592442,81341321,27072011841,21308029,0,17762944691,25920071950
writing the results to the metrics table in database_network,45900,0,37,39,1,180367360,1344,1,140517471207325,11506607454,2367835033,26759168,2138521600,241299456,6,21275594508,81341331,27072013937,21308037,0,17763001863,25920129326
removing the temporary directory on worker_host,45911,0,37,39,1,180367360,1344,1,140517471207325,11506607454,2367835119,26759168,2138525696,241299456,6,21275595968,81341341,27072015089,21308041,0,17763002867,25920130406
exiting from the database after writing to the results table_network,46122,0,37,39,1,180367360,1344,3,140517471207325,11506611366,2367835401,26759168,2138537984,241299456,6,21275598410,81341357,27072019077,21308051,0,17763005403,25920134400
writing the results to the summary table in database_network,46139,0,37,39,1,180367360,1344,3,140517471207325,11506611366,2367835495,26759168,2138542080,241299456,5,21275600062,81341368,27072020605,21308055,0,17763007794,25920136069
commiting to the SUMMARY table in the database_network,46178,0,37,39,1,180367360,1344,2,140517471207325,11506611366,2367835652,26759168,2138546176,241299456,6,21275602900,81341388,27072022849,21308063,0,17763012147,25920141378
exiting from the database after writing to the SUMMARY table_network,46178,0,37,39,1,180367360,1344,2,140517471207325,11506611366,2367835732,26759168,2138550272,241299456,6,21275604278,81341396,27072024613,21308067,0,17763013429,25920143256
sending a notification of the results if appropriate_network,46178,0,37,39,1,180367360,1344,2,140517471207325,11506611366,2367835826,26759168,2138554368,241299456,5,21275604754,81341399,27072026473,21308071,0,17763014018,25920145257
checking if there is a more critical commit we could work on_network,46476,0,37,39,1,180367360,1344,2,140517471207325,11507090896,2367836452,26759168,2138574848,241299456,6,21275609233,81341428,27072037723,21308096,0,17763021092,25920161008
disconnecting from the database_network,46478,0,37,39,1,180367360,1344,2,140517471207325,11507090896,2367836517,26759168,2138578944,241299456,5,21275610239,81341439,27072040053,21308101,0,17763022981,25920163525
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,46478,0,37,39,1,180367360,1344,2,140517471207325,11507090896,2367836661,26759168,2138583040,241299456,5,21275613087,81341454,27072042447,21308106,0,17763024673,25920165973
running another simple hack to avoid running tsts on debug builds_host,46478,0,37,39,1,180367360,1344,2,140517471207325,11507090896,2367836661,26759168,2138583040,241299456,5,21275614323,81341466,27072044985,21308111,0,17763025168,25920166025
checking if there is a more critical commit we could work on_network,46763,0,38,39,1,180367360,1344,2,140517471207325,11507104810,2367837045,26759168,2138603520,241299456,6,21275621396,81341516,27072056987,21308130,0,17763033350,25920183149
disconnecting from the database_network,46764,0,38,39,1,180367360,1344,2,140517471207325,11507104810,2367837110,26759168,2138607616,241299456,5,21275622808,81341526,27072059845,21308135,0,17763034651,25920186194
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,46764,0,38,40,1,180367360,1344,2,140517471207325,11507104810,2367837254,26759168,2138611712,241299456,5,21275623928,81341534,27072062767,21308140,0,17763035581,25920189170
running another simple hack to avoid running tsts on debug builds_host,46930,0,38,40,1,180367360,1344,0,140517471207325,11507106767,2367837477,26759168,2138624000,241299456,6,21275625114,81341540,27072065833,21308145,0,17763038189,25920199266
checking if there is a more critical commit we could work on_network,47050,0,38,40,1,180367360,1344,2,140517471207325,11507118724,2367837628,26759168,2138632192,241299456,6,21275632145,81341586,27072079537,21308165,0,17763044322,25920208550
disconnecting from the database_network,47050,0,38,40,1,180367360,1344,2,140517471207325,11507118724,2367837628,26759168,2138632192,241299456,6,21275632947,81341594,27072082979,21308171,0,17763044322,25920208602
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,47051,0,38,40,1,180367360,1344,2,140517471207325,11507118724,2367837693,26759168,2138636288,241299456,5,21275636211,81341610,27072087021,21308182,0,17763048664,25920212939
running another simple hack to avoid running tsts on debug builds_host,47051,0,38,40,1,180367360,1344,2,140517471207325,11507118724,2367837837,26759168,2138640384,241299456,5,21275639878,81341633,27072091067,21308191,0,17763049798,25920216439
checking if there is a more critical commit we could work on_network,47326,0,38,40,1,180367360,1344,2,140517471207325,11507132638,2367838117,26759168,2138656768,241299456,6,21275650797,81341703,27072107745,21308220,0,17763061640,25920234592
disconnecting from the database_network,47337,0,38,40,1,180367360,1344,3,140517471207325,11507132638,2367838211,26759168,2138660864,241299456,6,21275652403,81341715,27072111717,21308226,0,17763062918,25920239020
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,47338,0,38,40,1,180367360,1344,3,140517471207325,11507132638,2367838420,26759168,2138669056,241299456,5,21275655439,81341737,27072119863,21308237,0,17763065607,25920247077
running another simple hack to avoid running tsts on debug builds_host,47505,0,38,40,1,180367360,1344,2,140517471207325,11507134595,2367838657,26759168,2138681344,241299456,6,21275657521,81341748,27072124563,21308245,0,17763068521,25920259533
checking if there is a more critical commit we could work on_network,47613,0,39,40,1,180367360,1344,2,140517471207325,11507146552,2367838714,26759168,2138685440,241299456,6,21275665323,81341802,27072137259,21308261,0,17763075402,25920266024
disconnecting from the database_network,47624,0,39,40,1,180367360,1344,3,140517471207325,11507146552,2367838808,26759168,2138689536,241299456,6,21275666201,81341811,27072141763,21308267,0,17763077211,25920270977
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,47625,0,39,40,1,180367360,1344,3,140517471207325,11507146552,2367838873,26759168,2138693632,241299456,5,21275668170,81341821,27072146331,21308273,0,17763078407,25920275598
running another simple hack to avoid running tsts on debug builds_host,47625,0,39,40,1,180367360,1344,3,140517471207325,11507146552,2367839017,26759168,2138697728,241299456,5,21275668990,81341829,27072151043,21308279,0,17763078991,25920280150
checking if there is a more critical commit we could work on_network,47910,0,39,41,1,180367360,1344,3,140517471207325,11507160466,2367839391,26759168,2138722304,241299456,6,21275675418,81341880,27072165563,21308299,0,17763087024,25920297643
disconnecting from the database_network,47911,0,39,41,1,180367360,1344,3,140517471207325,11507160466,2367839456,26759168,2138726400,241299456,5,21275676971,81341888,27072166351,21308303,0,17763088888,25920298640
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,47911,0,39,41,1,180367360,1344,3,140517471207325,11507160466,2367839600,26759168,2138730496,241299456,5,21275678538,81341899,27072167207,21308307,0,17763089785,25920299568
running another simple hack to avoid running tsts on debug builds_host,47911,0,39,41,1,180367360,1344,3,140517471207325,11507160466,2367839600,26759168,2138730496,241299456,5,21275679218,81341905,27072168207,21308311,0,17763089785,25920299620
checking if there is a more critical commit we could work on_network,48195,0,39,41,1,180367360,1344,2,140517471207325,11507174380,2367839962,26759168,2138750976,241299456,6,21275685723,81341948,27072177101,21308330,0,17763097730,25920310932
disconnecting from the database_network,48196,0,39,41,1,180367360,1344,2,140517471207325,11507174380,2367840027,26759168,2138755072,241299456,5,21275687397,81341956,27072177171,21308331,0,17763099850,25920312445
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,48196,0,39,41,1,180367360,1344,2,140517471207325,11507174380,2367840171,26759168,2138759168,241299456,5,21275689458,81341971,27072178543,21308335,0,17763101284,25920313889
running another simple hack to avoid running tsts on debug builds_host,48359,0,39,41,1,180367360,1344,0,140517471207325,11507176337,2367840388,26759168,2138771456,241299456,6,21275694438,81342000,27072188583,21308355,0,17763105530,25920322177
checking if there is a more critical commit we could work on_network,48468,0,39,41,1,180367360,1344,2,140517471207325,11507188294,2367840445,26759168,2138775552,241299456,6,21275701438,81342050,27072190385,21308360,0,17763112365,25920326036
disconnecting from the database_network,48479,0,39,41,1,180367360,1344,2,140517471207325,11507188294,2367840539,26759168,2138779648,241299456,6,21275702470,81342057,27072192213,21308364,0,17763113838,25920328405
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,48480,0,39,41,1,180367360,1344,2,140517471207325,11507188294,2367840604,26759168,2138783744,241299456,5,21275703814,81342065,27072194175,21308369,0,17763115159,25920330490
running another simple hack to avoid running tsts on debug builds_host,48480,0,39,41,1,180367360,1344,2,140517471207325,11507188294,2367840748,26759168,2138787840,241299456,5,21275704500,81342071,27072196281,21308374,0,17763115691,25920332506
checking if there is a more critical commit we could work on_network,48764,0,40,41,1,180367360,1344,3,140517471207325,11507202208,2367841130,26759168,2138808320,241299456,6,21275713432,81342128,27072207605,21308394,0,17763126141,25920348498
disconnecting from the database_network,48765,0,40,41,1,180367360,1344,3,140517471207325,11507202208,2367841195,26759168,2138812416,241299456,5,21275714112,81342134,27072210027,21308399,0,17763126886,25920351111
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,48765,0,40,41,1,180367360,1344,3,140517471207325,11507202208,2367841339,26759168,2138816512,241299456,5,21275715470,81342145,27072212517,21308404,0,17763127986,25920353655
running another simple hack to avoid running tsts on debug builds_host,48765,0,40,41,1,180367360,1344,3,140517471207325,11507202208,2367841339,26759168,2138816512,241299456,5,21275716412,81342154,27072215151,21308409,0,17763128886,25920353707
